uid_,uid,manufacturerName,modelName,fixtureName,whCode,serialNumber,fwVersion,errors (not read),errors (total),lamp lifetime (hrs),led engine (w/hrs),fixture lifetime (hrs)
435020B00027,435020B00027,Clay Paky,Arolla Profile MP,S/N BA100442,1.cp_arolla_prof_mp_042,,V1.6,0,0,160,-,477
435020B0004B,435020B0004B,Clay Paky,Arolla Profile MP,S/N BA100437,1.cp_arolla_prof_mp_024,,V1.6,0,0,245,-,1132
435020B00022,435020B00022,Clay Paky,Arolla Profile MP,S/N BA100504,1.cp_arolla_prof_mp_041,,V1.6,0,0,197,-,752
435020B0008A,435020B0008A,Clay Paky,Arolla Profile MP,S/N BA100508,1.cp_arolla_prof_mp_013,,V1.6,0,0,238,-,1045
435020B000F6,435020B000F6,Clay Paky,Arolla Profile MP,S/N BA100622,1.cp_arolla_prof_mp_036,,V1.5,0,0,224,-,836
435020B0002A,435020B0002A,Clay Paky,Arolla Profile MP,S/N BA100455,1.cp_arolla_prof_mp_037,,V1.5,0,0,174,-,1182
435020B00070,435020B00070,Clay Paky,Arolla Profile MP,S/NBA100473,1.cp_arolla_prof_mp_032,,V1.6,0,0,221,-,660
435020B000FD,435020B000FD,Clay Paky,Arolla Profile MP,S/N BA101618,1.cp_arolla_prof_mp_035,,V1.5,0,0,176,-,868
435020B00034,435020B00034,Clay Paky,Arolla Profile MP,S/N BA100535,1.cp_arolla_prof_mp_026,,V1.6,0,0,151,-,904
435020B0003E,435020B0003E,Clay Paky,Arolla Profile MP,S/N BA100447,1.cp_arolla_prof_mp_016,,V1.5,0,0,285,-,1226
435020B00033,435020B00033,Clay Paky,Arolla Profile MP,S/N BA100462,1.cp_arolla_prof_mp_012,,V1.5,0,0,446,-,1688
435020B0002F,435020B0002F,Clay Paky,Arolla Profile MP,S/N BA100451,1.cp_arolla_prof_mp_025,,V1.6,0,0,206,-,1360
435020B0002B,435020B0002B,Clay Paky,Arolla Profile MP,S/N BA100461,1.cp_arolla_prof_mp_022,,V1.5,0,0,328,-,1437
435020B00095,435020B00095,Clay Paky,Arolla Profile MP,S/N BA100469,1.cp_arolla_prof_mp_041,,V1.6,0,0,154,-,474
435020B00102,435020B00102,Clay Paky,Arolla Profile MP,S/N BA101617,1.cp_arolla_prof_mp_003,,V1.5,0,0,133,-,511
435020B00030,435020B00030,Clay Paky,Arolla Profile MP,S/N BA100507,1.cp_arolla_prof_mp_010,,V1.5,0,0,414,-,1220
435020B0007D,435020B0007D,Clay Paky,Arolla Profile MP,S/N BA100476,1.cp_arolla_prof_mp_033,,V1.6,0,0,142,-,602
435002B00901,435002B00901,Clay Paky,Axcor Beam 300,S/N AG103310,1.cp_axcor_b_300_033,,V2.06,0,0,0,-,0
435002B00847,435002B00847,Clay Paky,Axcor Beam 300,S/N AH105105,1.cp_axcor_b_300_125,,V2.06,0,0,0,-,0
435002B01017,435002B01017,Clay Paky,Axcor Beam 300,S/N AH105341,1.cp_axcor_b_300_051,,V2.06,0,0,0,-,0
435002B0018F,435002B0018F,Clay Paky,Axcor Beam 300,S/N AG100393,1.cp_axcor_b_300_048,,V2.06,0,0,0,-,0
435002B0089C,435002B0089C,Clay Paky,Axcor Beam 300,S/N AH105189,1.cp_axcor_b_300_104,,V2.06,0,0,0,-,0
435002B00907,435002B00907,Clay Paky,Axcor Beam 300,S/N AH105296,1.cp_axcor_b_300_004,,V2.06,0,0,0,-,0
435002B0083B,435002B0083B,Clay Paky,Axcor Beam 300,S/N AH105093,1.cp_axcor_b_300_100,,V2.06,0,0,0,-,0
435002B00938,435002B00938,Clay Paky,Axcor Beam 300,S/N AH105345,1.cp_axcor_b_300_093,,V2.06,0,0,0,-,0
435002B0089F,435002B0089F,Clay Paky,Axcor Beam 300,S/N AH105192,1.cp_axcor_b_300_111,,V2.06,0,0,0,-,0
435002B001BA,435002B001BA,Clay Paky,Axcor Beam 300,S/N AG100370,1.cp_axcor_b_300_012,,V2.06,0,0,0,-,0
435002B0090E,435002B0090E,Clay Paky,Axcor Beam 300,S/N AH105303,1.cp_axcor_b_300_083,,V2.06,0,0,0,-,0
435002B000EB,435002B000EB,Clay Paky,Axcor Beam 300,S/N AG100233,1.cp_axcor_b_300_034,,V2.06,0,0,0,-,0
435002B0019C,435002B0019C,Clay Paky,Axcor Beam 300,S/N AG100387,1.cp_axcor_b_300_090,,V2.06,0,0,0,-,0
435002B00942,435002B00942,Clay Paky,Axcor Beam 300,S/N AH105355,1.cp_axcor_b_300_099,,V2.06,0,0,0,-,0
435002B00899,435002B00899,Clay Paky,Axcor Beam 300,S/N AH105186,1.cp_axcor_b_300_017,,V2.06,0,0,0,-,0
435002B008A3,435002B008A3,Clay Paky,Axcor Beam 300,S/N AH105196,1.cp_axcor_b_300_086,,V2.06,0,0,0,-,0
435002B00120,435002B00120,Clay Paky,Axcor Beam 300,S/N AG100318,1.cp_axcor_b_300_018,,V2.06,0,0,0,-,0
435002B0090D,435002B0090D,Clay Paky,Axcor Beam 300,S/N AH105302,1.cp_axcor_b_300_117,,V2.2,0,0,1280,-,4599
435002B00839,435002B00839,Clay Paky,Axcor Beam 300,S/N AH105091,1.cp_axcor_b_300_055,,V2.06,0,0,0,-,0
435002B0093B,435002B0093B,Clay Paky,Axcor Beam 300,S/N AH105348,1.cp_axcor_b_300_084,,V2.06,0,0,0,-,0
435002B00837,435002B00837,Clay Paky,Axcor Beam 300,S/N AH105089,1.cp_axcor_b_300_011,,V2.06,0,0,0,-,0
435002B00908,435002B00908,Clay Paky,Axcor Beam 300,S/N AH105297,1.cp_axcor_b_300_001,,V2.06,0,0,0,-,0
435002B00939,435002B00939,Clay Paky,Axcor Beam 300,S/N AH105346,1.cp_axcor_b_300_062,,V2.06,0,0,0,-,0
435002B0017A,435002B0017A,Clay Paky,Axcor Beam 300,S/N AG100389,1.cp_axcor_b_300_113,,V2.06,0,0,0,-,0
435002B000F6,435002B000F6,Clay Paky,Axcor Beam 300,S/N AG100031,1.cp_axcor_b_300_082,,V2.06,0,0,0,-,0
435002B0083C,435002B0083C,Clay Paky,Axcor Beam 300,S/N AH105094,1.cp_axcor_b_300_032,,V2.06,0,0,0,-,0
435002B0095A,435002B0095A,Clay Paky,Axcor Beam 300,S/N AH105379,1.cp_axcor_b_300_069,,V2.06,0,0,0,-,0
435002B00967,435002B00967,Clay Paky,Axcor Beam 300,S/N AH105392,1.cp_axcor_b_300_107,,V2.06,0,0,0,-,0
435002B008FF,435002B008FF,Clay Paky,Axcor Beam 300,S/N AH105288,1.cp_axcor_b_300_091,,V2.06,0,0,0,-,0
435002B00959,435002B00959,Clay Paky,Axcor Beam 300,S/N AH105378,1.cp_axcor_b_300_038,,V2.06,0,0,0,-,0
435002B00C9B,435002B00C9B,Clay Paky,Axcor Beam 300,S/N AG100227,1.cp_axcor_b_300_016,,V2.06,0,0,0,-,0
435002B00960,435002B00960,Clay Paky,Axcor Beam 300,S/N AH105385,1.cp_axcor_b_300_126,,V2.06,0,0,0,-,0
435002B00838,435002B00838,Clay Paky,Axcor Beam 300,S/N AH105090,1.cp_axcor_b_300_042,,V2.06,0,0,0,-,0
435002B00945,435002B00945,Clay Paky,Axcor Beam 300,S/N AH105358,1.cp_axcor_b_300_102,,V2.06,0,0,0,-,0
435002B0002A,435002B0002A,Clay Paky,Axcor Beam 300,S/N AG100051,1.cp_axcor_b_300_013,,V2.06,0,0,0,-,0
435002B00844,435002B00844,Clay Paky,Axcor Beam 300,S/N AH105102,1.cp_axcor_b_300_053,,V2.06,0,0,0,-,0
435002B0083A,435002B0083A,Clay Paky,Axcor Beam 300,S/N AH105092,1.cp_axcor_b_300_123,,V2.06,0,0,0,-,0
435002B00906,435002B00906,Clay Paky,Axcor Beam 300,S/N AH105295,1.cp_axcor_b_300_014,,V2.06,0,0,0,-,0
435002B00056,435002B00056,Clay Paky,Axcor Beam 300,S/N AH105304,1.cp_axcor_b_300_052,,V2.06,0,0,0,-,0
435002B00038,435002B00038,Clay Paky,Axcor Beam 300,S/N AG100037,1.cp_axcor_b_300_010,,V2.06,0,0,0,-,0
435002B008A2,435002B008A2,Clay Paky,Axcor Beam 300,S/N AH105195,1.cp_axcor_b_300_073,,V2.06,0,0,0,-,0
435002B0089A,435002B0089A,Clay Paky,Axcor Beam 300,S/N AH105187,1.cp_axcor_b_300_029,,V2.06,0,0,0,-,0
435002B0090C,435002B0090C,Clay Paky,Axcor Beam 300,S/N AG100031,1.cp_axcor_b_300_056,,V2.06,0,0,0,-,0
435002B00898,435002B00898,Clay Paky,Axcor Beam 300,S/N AH105185,1.cp_axcor_b_300_021,,V2.06,0,0,0,-,0
435002B00CAE,435002B00CAE,Clay Paky,Axcor Beam 300,S/N AG100232,1.cp_axcor_b_300_124,,V2.06,0,0,0,-,0
435002B0093D,435002B0093D,Clay Paky,Axcor Beam 300,S/N AH105350,1.cp_axcor_b_300_119,,V2.06,0,0,0,-,0
435002B008A1,435002B008A1,Clay Paky,Axcor Beam 300,S/N AH105194,1.cp_axcor_b_300_031,,V2.06,0,0,0,-,0
435002B0093A,435002B0093A,Clay Paky,Axcor Beam 300,S/N AG100343,1.cp_axcor_b_300_106,,V2.06,0,0,0,-,0
435002B000DF,435002B000DF,Clay Paky,Axcor Beam 300,S/N AG100221,1.cp_axcor_b_300_095,,V2.06,0,0,0,-,0
435002B001BB,435002B001BB,Clay Paky,Axcor Beam 300,S/N AG100372,1.cp_axcor_b_300_009,,V2.06,0,0,0,-,0
435002B00936,435002B00936,Clay Paky,Axcor Beam 300,S/N AH105343,1.cp_axcor_b_300_063,,V2.06,0,0,0,-,0
435002B00895,435002B00895,Clay Paky,Axcor Beam 300,S/N AH105182,1.cp_axcor_b_300_022,,V2.06,0,0,0,-,0
435002B0083E,435002B0083E,Clay Paky,Axcor Beam 300,S/N AH105096,1.cp_axcor_b_300_008,,V2.06,0,0,0,-,0
435002B001A7,435002B001A7,Clay Paky,Axcor Beam 300,S/N AG100366,1.cp_axcor_b_300_047,,V2.06,0,0,0,-,0
435002B000DE,435002B000DE,Clay Paky,Axcor Beam 300,S/N AG100220,1.cp_axcor_b_300_035,,V2.06,0,0,0,-,0
435002B0089E,435002B0089E,Clay Paky,Axcor Beam 300,S/N AH105291,1.cp_axcor_b_300_080,,V2.06,0,0,0,-,0
435002B00937,435002B00937,Clay Paky,Axcor Beam 300,S/N AH105344,1.cp_axcor_b_300_025,,V2.06,0,0,0,-,0
435002B00905,435002B00905,Clay Paky,Axcor Beam 300,S/N AH105294,1.cp_axcor_b_300_088,,V2.06,0,0,0,-,0
435002B00935,435002B00935,Clay Paky,Axcor Beam 300,S/N AH105342,1.cp_axcor_b_300_061,,V2.06,0,0,0,-,0
435002B00961,435002B00961,Clay Paky,Axcor Beam 300,S/N AH105386,1.cp_axcor_b_300_057,,V2.06,0,0,0,-,0
435002B00966,435002B00966,Clay Paky,Axcor Beam 300,S/N AH105391,1.cp_axcor_b_300_006,,V2.06,0,0,0,-,0
435002B0095C,435002B0095C,Clay Paky,Axcor Beam 300,S/N AH105381,1.cp_axcor_b_300_019,,V2.06,0,0,0,-,0
435002B00035,435002B00035,Clay Paky,Axcor Beam 300,S/N AG100040,1.cp_axcor_b_300_041,,V2.06,0,0,0,-,0
435002B0083D,435002B0083D,Clay Paky,Axcor Beam 300,S/N AH105095,1.cp_axcor_b_300_058,,V2.06,0,0,0,-,0
435002B001B0,435002B001B0,Clay Paky,Axcor Beam 300,S/N AG100376,1.cp_axcor_b_300_115,,V2.06,0,0,0,-,0
435002B00846,435002B00846,Clay Paky,Axcor Beam 300,S/N AH105104,1.cp_axcor_b_300_087,,V2.06,0,0,0,-,0
435002B00943,435002B00943,Clay Paky,Axcor Beam 300,S/N AH105356,1.cp_axcor_b_300_081,,V2.06,0,0,0,-,0
435002B00CAB,435002B00CAB,Clay Paky,Axcor Beam 300,S/N AG100368,1.cp_axcor_b_300_108,,V2.06,0,0,0,-,0
435002B000E2,435002B000E2,Clay Paky,Axcor Beam 300,S/N AG100226,1.cp_axcor_b_300_007,,V2.06,0,0,0,-,0
435002B001BD,435002B001BD,Clay Paky,Axcor Beam 300,S/N AG100369,1.cp_axcor_b_300_043,,V2.06,0,0,0,-,0
435002B001C0,435002B001C0,Clay Paky,Axcor Beam 300,S/N AG100364,1.cp_axcor_b_300_066,,V2.06,0,0,0,-,0
435002B00894,435002B00894,Clay Paky,Axcor Beam 300,S/N AH105181,1.cp_axcor_b_300_105,,V2.06,0,0,0,-,0
435002B0090B,435002B0090B,Clay Paky,Axcor Beam 300,S/N AH105300,1.cp_axcor_b_300_097,,V2.06,0,0,0,-,0
435002B00900,435002B00900,Clay Paky,Axcor Beam 300,S/N AH105289,1.cp_axcor_b_300_070,,V2.06,0,0,0,-,0
435002B00055,435002B00055,Clay Paky,Axcor Beam 300,S/N AG100101,1.cp_axcor_b_300_094,,V2.06,0,0,0,-,0
435002B000E7,435002B000E7,Clay Paky,Axcor Beam 300,S/N AH105190,1.cp_axcor_b_300_098,,V2.06,0,0,0,-,0
435002B01025,435002B01025,Clay Paky,Axcor Beam 300,S/N AG100097,1.cp_axcor_b_300_128,,V2.06,0,0,0,-,0
435002B001C1,435002B001C1,Clay Paky,Axcor Beam 300,S/N AG100367,1.cp_axcor_b_300_075,,V2.06,0,0,0,-,0
435002B01031,435002B01031,Clay Paky,Axcor Beam 300,S/N AG100053,1.cp_axcor_b_300_129,,V2.0,0,0,0,-,0
435002B0012C,435002B0012C,Clay Paky,Axcor Beam 300,S/N AG100322,1.cp_axcor_b_300_092,,V2.06,0,0,0,-,0
435002B0083F,435002B0083F,Clay Paky,Axcor Beam 300,S/N AH105097,1.cp_axcor_b_300_003,,V2.06,0,0,0,-,0
435002B00893,435002B00893,Clay Paky,Axcor Beam 300,S/N AH105180,1.cp_axcor_b_300_101,,V2.06,0,0,0,-,0
435002B00083,435002B00083,Clay Paky,Axcor Beam 300,S/N AG100178,1.cp_axcor_b_300_036,,V2.06,0,0,0,-,0
435002B00903,435002B00903,Clay Paky,Axcor Beam 300,S/N AH105292,1.cp_axcor_b_300_067,,V2.2,0,0,934,-,3406
435002B008FE,435002B008FE,Clay Paky,Axcor Beam 300,S/N AH105287,1.cp_axcor_b_300_040,,V2.06,0,0,0,-,0
435002B001A0,435002B001A0,Clay Paky,Axcor Beam 300,S/N AG100384,1.cp_axcor_b_300_044,,V2.06,0,0,0,-,0
435002B000C1,435002B000C1,Clay Paky,Axcor Beam 300,S/N AG100356,1.cp_axcor_b_300_122,,V2.06,0,0,0,-,0
435002B0089B,435002B0089B,Clay Paky,Axcor Beam 300,S/N AH105188,1.cp_axcor_b_300_120,,V2.06,0,0,0,-,0
435002B0003F,435002B0003F,Clay Paky,Axcor Beam 300,S/N AG100079,1.cp_axcor_b_300_060,,V2.06,0,0,0,-,0
43503C0587EB,43503C0587EB,Clay Paky,Axcor Profile 600,S/N AH009335,1.cp_axcor_p_600_056,,2.25.001,0,5,-,1034,2965
43503C0567AD,43503C0567AD,Clay Paky,Axcor Profile 600,S/N AH010340,1.cp_axcor_p_600_033,,2.25.005,0,4,-,1924,6791
43503C05ABBC,43503C05ABBC,Clay Paky,Axcor Profile 600,S/N AH103340,1.cp_axcor_p_600_072,,2.25.005,0,8,-,1266,4366
43503C057446,43503C057446,Clay Paky,Axcor Profile 600,S/N AH010400,1.cp_axcor_p_600_012,,2.24.005,0,1,-,899,3382
43503C058E1E,43503C058E1E,Clay Paky,Axcor Profile 600,S/N AH011292,1.cp_axcor_p_600_042,,2.25.005,0,2,-,1592,6342
43503C059180,43503C059180,Clay Paky,Axcor Profile 600,S/N AH011357,1.cp_axcor_p_600_005,,2.25.005,0,3,-,1751,6371
43503C058739,43503C058739,Clay Paky,Axcor Profile 600,S/N  AH010718,1.cp_axcor_p_600_006,,2.25.001,0,2,-,954,3675
43503C05881E,43503C05881E,Clay Paky,Axcor Profile 600,S/N AH010337,1.cp_axcor_p_600_066,,2.25.001,0,2,-,1105,3771
43503C059179,43503C059179,Clay Paky,Axcor Profile 600,S/N AH011291,1.cp_axcor_p_600_018,,2.25.005,0,7,-,1517,5898
43503C057328,43503C057328,Clay Paky,Axcor Profile 600,S/N AH009155,1.cp_axcor_p_600_004,,2.25.001,0,30,-,1133,4015
43503C057320,43503C057320,Clay Paky,Axcor Profile 600,S/N AH010402,1.cp_axcor_p_600_045,,2.24.005,0,6,-,855,2965
43503C05733E,43503C05733E,Clay Paky,Axcor Profile 600,S/N  AH010388,1.cp_axcor_p_600_059,,2.25.005,0,1,-,1622,5671
43503C0574B2,43503C0574B2,Clay Paky,Axcor Profile 600,S/N AH009233,1.cp_axcor_p_600_055,,2.25.005,0,390,-,1138,3832
43503C05695E,43503C05695E,Clay Paky,Axcor Profile 600,S/N AH010312,1.cp_axcor_p_600_043,,2.25.003,0,32,-,1662,5998
43503C05817A,43503C05817A,Clay Paky,Axcor Profile 600,S/N AH011345,1.cp_axcor_p_600_027,,2.24.004,0,0,-,1001,3460
43503C0568CF,43503C0568CF,Clay Paky,Axcor Profile 600,S/N AH009295,1.cp_axcor_p_600_022,,2.25.003,0,5,-,1886,6969
43503C05732F,43503C05732F,Clay Paky,Axcor Profile 600,S/N AH010346,1.cp_axcor_p_600_061,,2.24.004,0,31,-,1037,3565
43503C0573FA,43503C0573FA,Clay Paky,Axcor Profile 600,S/N AH010367,1.cp_axcor_p_600_051,,2.25.001,0,8,-,1255,4098
43503C059176,43503C059176,Clay Paky,Axcor Profile 600,S/N AH011307,1.cp_axcor_p_600_054,,2.25.005,0,133,-,1492,5917
43503C059162,43503C059162,Clay Paky,Axcor Profile 600,S/N AH011302,1.cp_axcor_p_600_003,,2.25.005,0,3,-,1450,4715
43503C058E5C,43503C058E5C,Clay Paky,Axcor Profile 600,S/N AH010631,1.cp_axcor_p_600_053,,2.25.001,0,6,-,1015,3909
43503C0568A9,43503C0568A9,Clay Paky,Axcor Profile 600,S/N AH010263,1.cp_axcor_p_600_049,,2.25.005,0,5,-,1664,5883
43503C0570C2,43503C0570C2,Clay Paky,Axcor Profile 600,S/N AH040332,1.cp_axcor_p_600_035,,2.25.005,0,9,-,1910,6290
43503C058DFA,43503C058DFA,Clay Paky,Axcor Profile 600,S/N AH010265,1.cp_axcor_p_600_060,,2.25.003,0,18,-,1422,5589
43503C058555,43503C058555,Clay Paky,Axcor Profile 600,S/N AH010401,1.cp_axcor_p_600_023,,2.25.001,0,150,-,962,3727
43503C058E18,43503C058E18,Clay Paky,Axcor Profile 600,S/N AH011308,1.cp_axcor_p_600_017,,2.25.003,0,1,-,911,3779
43503C058A95,43503C058A95,Clay Paky,Axcor Profile 600,S/N AH011356,1.cp_axcor_p_600_030,,2.25.005,0,2386,-,800,2695
43503C058E2A,43503C058E2A,Clay Paky,Axcor Profile 600,S/N AH011362,1.cp_axcor_p_600_041,,2.25.005,0,1,-,1303,4577
43503C05740E,43503C05740E,Clay Paky,Axcor Profile 600,S/N  AH010339,1.cp_axcor_p_600_014,,2.25.005,0,17,-,1992,7091
43503C058E73,43503C058E73,Clay Paky,Axcor Profile 600,S/N AH009324,1.cp_axcor_p_600_032,,2.25.005,0,83,-,1476,5932
43503C057407,43503C057407,Clay Paky,Axcor Profile 600,S/N AH010408,1.cp_axcor_p_600_048,,2.25.005,0,53,-,1710,6281
43503C05731A,43503C05731A,Clay Paky,Axcor Profile 600,S/N AH010369,1.cp_axcor_p_600_062,,2.25.003,0,39,-,1605,5457
43503C058A9D,43503C058A9D,Clay Paky,Axcor Profile 600,S/N AH009157,1.cp_axcor_p_600_047,,2.25.003,0,15,-,1683,6048
43503C057335,43503C057335,Clay Paky,Axcor Profile 600,,,,2.25.003,0,0,-,1592,5364
43503C058746,43503C058746,Clay Paky,Axcor Profile 600,S/N AH010264,1.cp_axcor_p_600_026,,2.25.001,0,4,-,1424,4109
43503C059143,43503C059143,Clay Paky,Axcor Profile 600,S/N AH011356,1.cp_axcor_p_600_028,,2.24.004,0,0,-,623,2653
43503C058D5C,43503C058D5C,Clay Paky,Axcor Profile 600,S/N AH009359,1.cp_axcor_p_600_013,,2.25.005,0,180,-,1595,6406
43503C0587FE,43503C0587FE,Clay Paky,Axcor Profile 600,S/N  AH010252,1.cp_axcor_p_600_064,,2.25.003,0,3,-,1651,6286
43503C0567FA,43503C0567FA,Clay Paky,Axcor Profile 600,S/N AH009179,1.cp_axcor_p_600_058,,2.25.005,0,3,-,1827,6714
43503C058DEC,43503C058DEC,Clay Paky,Axcor Profile 600,S/N AH011336,1.cp_axcor_p_600_070,,2.25.003,0,6,-,1204,4241
43503C0587F8,43503C0587F8,Clay Paky,Axcor Profile 600,S/N AH010338,1.cp_axcor_p_600_057,,2.25.003,0,4,-,1480,5340
43503C057391,43503C057391,Clay Paky,Axcor Profile 600,S/N AH010358,1.cp_axcor_p_600_040,,2.25.005,0,9,-,1327,4525
43503C058843,43503C058843,Clay Paky,Axcor Profile 600,S/N AH009173,1.cp_axcor_p_600_069,,2.25.003,0,11,-,1395,4737
43503C0587FA,43503C0587FA,Clay Paky,Axcor Profile 600,S/N AH009187,1.cp_axcor_p_600_038,,2.25.005,0,0,-,1602,5912
43503C0591C6,43503C0591C6,Clay Paky,Axcor Profile 600,S/N AH011342,1.cp_axcor_p_600_036,,2.25.003,0,11,-,1478,5391
43503C057349,43503C057349,Clay Paky,Axcor Profile 600,S/N AH010363,1.cp_axcor_p_600_031,,2.25.003,0,59,-,1461,4599
43503C058E77,43503C058E77,Clay Paky,Axcor Profile 600,S/N AH011363,1.cp_axcor_p_600_010,,2.25.001,0,10,-,981,3613
43503C057402,43503C057402,Clay Paky,Axcor Profile 600,S/N AH010360,1.cp_axcor_p_600_007,,2.25.003,0,30,-,1746,6369
43503C05877F,43503C05877F,Clay Paky,Axcor Profile 600,S/N AH011301,1.cp_axcor_p_600_071,,2.25.003,0,5821,-,690,2951
43503C056962,43503C056962,Clay Paky,Axcor Profile 600,S/N AH009249,1.cp_axcor_p_600_021,,2.25.001,0,1,-,1127,3554
43503C058185,43503C058185,Clay Paky,Axcor Profile 600,S/N AH011344,1.cp_axcor_p_600_015,,2.25.003,0,32,-,1348,4753
43503C0571CC,43503C0571CC,Clay Paky,Axcor Profile 600,S/N AH009190,1.cp_axcor_p_600_052,,2.25.005,0,152,-,1565,5464
43503C058562,43503C058562,Clay Paky,Axcor Profile 600,S/N  AH010261,1.cp_axcor_p_600_044,,2.25.005,0,1903,-,1796,6484
43503C058E75,43503C058E75,Clay Paky,Axcor Profile 600,S/N AH011360,1.cp_axcor_p_600_067,,2.25.003,0,2,-,1289,5474
43503C05689E,43503C05689E,Clay Paky,Axcor Profile 600,S/N AH010319,1.cp_axcor_p_600_011,,2.25.001,0,2,-,1128,4108
43503C058A9C,43503C058A9C,Clay Paky,Axcor Profile 600,S/N AH009235,1.cp_axcor_p_600_046,,2.25.004,0,1544,-,1511,5292
43503C057303,43503C057303,Clay Paky,Axcor Profile 600,S/N AH009304,1.cp_axcor_p_600_024,,2.25.003,0,363,-,1338,5150
43503C057324,43503C057324,Clay Paky,Axcor Profile 600,S/N AH009232,1.cp_axcor_p_600_020,,2.25.005,0,65,-,1787,5818
43503C0571C2,43503C0571C2,Clay Paky,Axcor Profile 600,S/N AH010262,1.cp_axcor_p_600_037,,2.25.003,0,1,-,1231,4972
43503C058809,43503C058809,Clay Paky,Axcor Profile 600,S/N AH009184,1.cp_axcor_p_600_039,,2.25.001,0,42,-,1017,3937
43503C058DD9,43503C058DD9,Clay Paky,Axcor Profile 600,S/N AH011841,1.cp_axcor_p_600_001,,2.25.003,0,6,-,1402,5104
43503C058E4C,43503C058E4C,Clay Paky,Axcor Profile 600,S/N  AH010362,1.cp_axcor_p_600_029,,2.25.001,0,41,-,1237,4053
43503C0574D3,43503C0574D3,Clay Paky,Axcor Profile 600,S/N AH009156,1.cp_axcor_p_600_019,,2.25.003,0,1,-,1704,6769
43503C0580E4,43503C0580E4,Clay Paky,Axcor Profile 600,S/N AH011343,1.cp_axcor_p_600_016,,2.25.005,0,0,-,1512,5962
43503C0591CD,43503C0591CD,Clay Paky,Axcor Profile 600,S/N AH010992,1.cp_axcor_p_600_068,,2.25.001,0,2,-,826,3108
43503C058A9A,43503C058A9A,Clay Paky,Axcor Profile 600,S/N AH009243,1.cp_axcor_p_600_065,,2.25.005,0,8,-,1642,6544
43503C0568CB,43503C0568CB,Clay Paky,Axcor Profile 600,S/N AH009241,1.cp_axcor_p_600_034,,2.24.004,0,77,-,1484,5524
43503C0587E3,43503C0587E3,Clay Paky,Axcor Profile 600,S/N AH009178,1.cp_axcor_p_600_002,,2.24.004,0,3,-,1128,3623
43503C057396,43503C057396,Clay Paky,Axcor Profile 600,S/N AH010359,1.cp_axcor_p_600_063,,2.25.003,0,12,-,1632,5503
43502C259C0A,43502C259C0A,Clay Paky,HY B-Eye K25,S/N AI002448,1.cp_k25b_007,,2.25.002,0,1089,-,6227,4125
43502C259BF2,43502C259BF2,Clay Paky,HY B-Eye K25,S/N AI002484,1.cp_k25b_054,,2.25.005,0,1019,-,6458,5254
43502C259C18,43502C259C18,Clay Paky,HY B-Eye K25,S/N AI002507,1.cp_k25b_034,,2.25.005,0,2593,-,6695,6034
43502C259C32,43502C259C32,Clay Paky,HY B-Eye K25,S/N AI002555,1.cp_k25b_014,,2.25.005,0,1989,-,6622,4346
43502C25996B,43502C25996B,Clay Paky,HY B-Eye K25,S/N AI002256,1.cp_k25b_057,,2.25.005,0,1398,-,6718,4272
43502C259C09,43502C259C09,Clay Paky,HY B-Eye K25,S/N AI002500,1.cp_k25b_048,,2.25.002,0,900,-,5774,4551
43502C25C8B2,43502C25C8B2,Clay Paky,HY B-Eye K25,S/N BA000817,1.cp_k25b_095,BA000817,2.25.002,0,3,-,874,1125
43502C25B1E8,43502C25B1E8,Clay Paky,HY B-Eye K25,S/N AI009531,1.cp_k25b_081,AI009531,2.25.005,0,7,-,1361,1327
43502C259C34,43502C259C34,Clay Paky,HY B-Eye K25,S/N AI002483,1.cp_k25b_026,,2.25.005,0,983,-,6708,5312
43502C259BFE,43502C259BFE,Clay Paky,HY B-Eye K25,S/N AI002554,1.cp_k25b_013,,2.25.005,0,2243,-,6314,4211
43502C25C888,43502C25C888,Clay Paky,HY B-Eye K25,S/N BA000797,1.cp_k25b_092,BA000797,2.25.005,0,1,-,910,1361
43502C25CA78,43502C25CA78,Clay Paky,HY B-Eye K25,S/N BA000789,1.cp_k25b_094,BA000789,2.25.005,0,5,-,1320,1563
43502C259C24,43502C259C24,Clay Paky,HY B-Eye K25,S/N AI002463,1.cp_k25b_043,,2.25.005,0,1219,-,6879,5459
43502C259BFC,43502C259BFC,Clay Paky,HY B-Eye K25,S/N AI002455,1.cp_k25b_020,,2.25.004,0,2101,-,6197,4304
43502C259C3D,43502C259C3D,Clay Paky,HY B-Eye K25,S/N AI002486,1.cp_k25b_029,,2.24.004,0,1674,-,3996,2560
43502C259BF3,43502C259BF3,Clay Paky,HY B-Eye K25,S/N AI002499,1.cp_k25b_059,,2.25.004,0,1370,-,5994,4100
43502C259BC8,43502C259BC8,Clay Paky,HY B-Eye K25,S/N AI002454,1.cp_k25b_042,,2.24.001,0,917,-,4052,2146
43502C259BE5,43502C259BE5,Clay Paky,HY B-Eye K25,S/N AI002535,1.cp_k25b_052,,2.24.004,0,1171,-,3941,2278
43502C259C2E,43502C259C2E,Clay Paky,HY B-Eye K25,S/N AI002205,1.cp_k25b_045,,2.25.002,0,1818,-,6320,4295
43502C259C48,43502C259C48,Clay Paky,HY B-Eye K25,S/N AI002551,1.cp_k25b_024,,2.25.002,0,1706,-,4803,3471
43502C259C08,43502C259C08,Clay Paky,HY B-Eye K25,S/N AI002553,1.cp_k25b_021,,2.25.002,0,1200,-,5929,4492
